Consortium,Data Provider,HRA organ,Tissue block ID,RUI JSON ID,Registration Quality,Reason,Other comments,Unnamed: 8,Unnamed: 9,Unnamed: 10
Buck TMC,Kevin Schneider,LO,SNT533.XLDG.923,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT485.XSTD.277,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT482.XFJN.677,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT447.PMBF.823,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT439.PMBV.642,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT387.VNBK.427,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT369.ZMBC.957,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT356.CMBZ.536,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT356.CMBZ.536,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT346.QVJM.847,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT324.JKZR.258,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT294.BPLZ.328,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT266.PMPV.643,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT255.FLQS.828,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT248.ZWMG.562,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT248.RWTT.966,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT247.ZBVN.644,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT246.QMLZ.752,LO_20.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT245.RPWS.998,LO_21.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT372.VZXD.429,LO_21.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT366.NHNT.283,LO_22.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT998.FQQL.974,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT969.ZZNG.645,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT937.PZQW.399,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT852.NNGN.846,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT647.STMH.835,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT334.ZNFZ.949,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT263.RNFC.762,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT946.GWGN.826,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT942.FNMS.787,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT793.WKRF.224,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT785.CNSF.598,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT772.CQDW.972,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT742.HTNR.357,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT729.KRMD.857,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT597.PMHM.772,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT556.QXHB.967,LO_22.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT693.JCKR.395,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT558.ZVFX.834,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT469.DDPJ.628,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT445.JTHR.489,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT358.WVCQ.245,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT342.QKCC.927,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT335.FJKC.576,LO_23.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT955.WHWD.365,LO_23.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT732.QBKK.755,LO_23.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT484.LSHP.999,LO_23.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT376.PWTS.598,LO_23.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT263.SKQC.364,LO_23.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT997.GNDT.732,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT972.HNJN.369,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT883.TDMZ.892,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT864.NQFX.643,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT827.RLBM.853,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT766.VCNP.642,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT747.RZNH.954,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT726.QFDD.643,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT689.SVNM.977,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT625.LLQT.382,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT573.TGSL.284,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT573.PRWV.652,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT557.LSJG.527,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT554.ZVDS.999,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT398.DKCS.825,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT387.QJPB.355,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT322.ZGPC.922,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT274.LCWP.334,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT258.BTGM.783,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT243.QQXH.726,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT974.RJXK.387,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT965.VDWB.868,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT872.TPNP.724,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT847.SDXV.559,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT795.MPCD.484,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT794.MDWF.862,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT774.JGKV.543,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT755.MMJB.425,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT754.RVXX.435,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT732.NPPM.639,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT688.JFLR.598,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT669.VZGQ.238,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT669.VZGQ.238,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT656.MNSK.484,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT649.HZGZ.357,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT646.WDTB.485,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT643.CJBJ.422,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT593.DSLP.275,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT583.HKXF.946,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT543.BCTB.885,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT538.HWKP.348,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT476.QCMT.222,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT475.HSNP.373,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT475.FBSF.544,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT475.FBSF.544,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT455.LJRR.557,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT452.KZVX.952,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT443.ZDTM.545,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT443.NBZQ.766,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT435.QCKN.627,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT432.WQXF.672,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT428.NXKD.595,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT428.MTHD.586,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT397.MPTT.539,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT367.DMHQ.973,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT365.PKMM.996,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT339.XKCD.778,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT328.XMRT.335,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT289.LMXN.343,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT276.TPSB.872,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT268.DWNV.339,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT246.WSDD.758,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT239.TXMH.255,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT236.WPDF.555,LO_23.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT922.LFVC.776,LO_24.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT287.MVKD.493,LO_24.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT484.QGRW.886,LO_25.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT985.ZFXH.449,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT979.DDMV.967,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT976.LPZL.894,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT887.CLJD.242,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT865.GFWJ.673,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT587.QHZN.725,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT423.HRXS.673,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;,,,
Buck TMC,Kevin Schneider,LO,SNT989.LSRQ.274,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT955.FZGV.733,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT824.MXDS.752,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT699.ZKDL.399,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT694.GKPB.536,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT563.GZKB.737,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT472.KLJH.374,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT445.HHKW.255,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT274.ZRMZ.579,LO_25.json,Medium,Other (please specify),Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available,,,
Buck TMC,Kevin Schneider,LO,SNT959.LWKF.229,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT864.RWFN.534,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT826.WSSW.947,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT679.MKTT.392,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT652.NPNF.728,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT586.LPSN.879,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT576.ZLCF.466,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT356.KLDL.428,LO_26.json,Medium,Tissue laterality unknown,"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block;",,,
Buck TMC,Kevin Schneider,LO,SNT982.RRBS.986,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT955.WHWD.365,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT686.PFXS.356,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT596.FHJV.469,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT494.RNZN.674,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
Buck TMC,Kevin Schneider,LO,SNT422.PHJF.786,LO_26.json,Medium,Other (please specify),"Unknown laterality,Unknown location of original 3mm tissue section of ovary; cannot tell orient tissue block; contains both left and right if both ovary available",,,
