block_id,slice_id,filename,tree_pos,slice_number,Unnamed: 0,x,y,z_slice,color,r,g,b,xlim,ylim,pin_nhash_id,polygon_nhash_id,atlas_id,local_name,slab_nhash_id,donor_nhash_id,slab_name,donor_name,pin_MRI_x,pin_MRI_y,pin_HCP_x,pin_HCP_y,pin_HCP_z,pin_MNI_x,pin_MNI_y,pin_MNI_z,polygon_area,polygon_volume(mm^3)
B4,112363032,slice_457.png,456,2059,RI-HJELEG599356,142,67,2059,RED,255,0,0,1556,1067,RI-XUZZSX790548,RI-HJELEG599356,265297126,H19.30.001.10x.A5-A7,SL-HBBUTM135257,DO-HBBU1352,H19.30.001.CX.53,H19.30.001,49,58,189,125,254,189,125,254,24299,360
B4,112363032,slice_457.png,456,2059,RI-KLKNFF261539,142,67,2059,RED,255,0,0,1556,1067,RI-XUZZSX790548,RI-KLKNFF261539,265297126,H19.30.001.CX53.A7,SL-HBBUTM135257,DO-HBBU1352,H19.30.001.CX.53,H19.30.001,49,58,189,125,256,189,125,256,50343,745
B5,112364420,slice_480.png,479,2190,RI-RSOMSL572243,73,1114,2190,RED,255,0,0,1532,1012,RI-JKIKMP568602,RI-RSOMSL572243,265297126,H19.30.001.CB60.CBV,SL-HBBUVS135242,DO-HBBU1352,H19.30.001.CB.60,H19.30.001,304,42,165,156,83,165,156,83,21798,285
B2,111257757,slice_217.png,216,978,RI-QQPUXS973221,271,620,978,RED,255,0,0,1292,940,RI-SRTUTP832274,RI-QQPUXS973221,265297126,H19.30.001.10x.CaB,SL-HBBUPU135265,DO-HBBU1352,H19.30.001.CX.45,H19.30.001,216,93,164,297,179,164,297,179,67218,1281
B2,111257757,slice_217.png,216,978,RI-DGZDAH995721,271,620,978,RED,255,0,0,1292,940,RI-SRTUTP832274,RI-DGZDAH995721,265297126,H19.30.001.CX45.CaH,SL-HBBUPU135265,DO-HBBU1352,H19.30.001.CX.45,H19.30.001,216,93,164,294,183,164,294,183,48746,929
B2,112282831,slice_308.png,307,1389,RI-AXDZVW709353,667,873,1389,Salmon,250,128,114,1501,1103,RI-QXVPST186746,RI-AXDZVW709353,265297126,H19.30.002.CX48.Idg,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,239,183,114,249,158,114,249,158,8909,169
B2,111257757,slice_217.png,216,978,RI-JLJIEJ401340,872,624,978,TAN,210,180,140,1292,940,RI-MQLQUM452125,RI-JLJIEJ401340,265297126,H18.30.002.10x.A44-A45,SL-KFFCUB489027,DO-KFFC4890,H18.30.002.CX.45,H18.30.002,210,246,71,294,184,71,294,184,2974,181
B2,112282595,slice_251.png,250,1133,RI-XAWZSZ801572,108,1100,1133,TAN,210,180,140,1392,994,RI-WXUQTV967242,RI-XAWZSZ801572,265297126,H18.30.002.10x.A25,SL-KFFCNK489015,DO-KFFC4890,H18.30.002.CX.46,H18.30.002,306,46,197,276,128,197,276,128,3616,216
B3,112360965,slice_326.png,325,1476,RI-AWWRSV261057,522,1231,1476,TAN,210,180,140,1484,1108,RI-YXZXFX149393,RI-AWWRSV261057,265297126,H18.30.002.10x.A35r,SL-KFFCMT489071,DO-KFFC4890,H18.30.002.CX.48,H18.30.002,330,146,136,249,84,136,249,84,18711,1141
B3,112360837,slice_355.png,354,1600,RI-BEFZHB823782,205,951,1600,TAN,210,180,140,1564,1114,RI-XGEFXB187847,RI-BEFZHB823782,265297126,H18.30.002.10x.CM,SL-KFFCZT489026,DO-KFFC4890,H18.30.002.CX.49,H18.30.002,252,70,164,226,135,164,226,135,4772,291
B2,112282831,slice_308.png,307,1389,RI-NIKIHM353971,280,1154,1389,TAN,210,180,140,1501,1103,RI-FGDYYY776695,RI-NIKIHM353971,265297126,H19.30.002.10x.CMN,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,308,84,164,249,114,164,249,114,29837.5,568
B3,112360908,slice_339.png,338,1532,RI-AYBBYY777865,771,1360,1532,TAN,210,180,140,1450,1139,RI-DZEBAC571192,RI-AYBBYY777865,265297126,H19.30.002.CX49.ITC,SL-RLQJQV866644,DO-RLQJ8666,H19.30.002.CX.49,H19.30.002,358,200,91,253,54,91,253,54,45129,783
B3,112360837,slice_355.png,354,1600,RI-GAGDBC360646,469,1182,1600,TAN,210,180,140,1564,1114,RI-HBEEBB278070,RI-GAGDBC360646,265297126,H19.30.002.10x.DG-CA4,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,307,133,139,230,104,139,230,104,8950.5,162
B3,112360771,slice_368.png,367,1664,RI-UZAWRA736623,524,1121,1664,TAN,210,180,140,1505,1108,RI-LGNIGM663031,RI-UZAWRA736623,265297126,H19.30.002.10x.Rostral CA1-CA3,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,308,147,139,218,97,139,218,97,22758,385
B2,112282739,slice_284.png,283,1297,RI-RNRNPO507270,77,1003,1297,TAN,210,180,140,1419,1067,RI-MIIDDF405915,RI-RNRNPO507270,265297126,H19.30.001.10x.HTHpo-HTHso,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,281,39,201,261,136,201,261,136,15009.5,355
B3,112360965,slice_326.png,325,1476,RI-TPLOPM678975,432,951,1476,TAN,210,180,140,1484,1108,RI-KLHDGF646440,RI-TPLOPM678975,265297126,H19.30.001.10x.GPe,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,262,125,151,231,144,151,231,144,15620,260
B3,112360849,slice_353.png,352,1588,RI-EAEHZE947439,176,799,1588,TAN,210,180,140,1502,1139,RI-KDHFCH824774,RI-EAEHZE947439,265297126,H19.30.001.10x.MD,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,228,55,164,225,161,164,225,161,1327,20
B3,112360771,slice_368.png,367,1664,RI-LHLEHL386987,261,957,1664,TAN,210,180,140,1505,1108,RI-XBGBEX492203,RI-LHLEHL386987,265297126,H19.30.001.10x.MG,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,269,81,164,226,132,164,226,132,14352,271
B2,112282627,slice_258.png,257,1165,RI-IFFJKH258367,540,1012,1165,TAN,210,180,140,1344,1001,RI-BVWWVV230875,RI-IFFJKH258367,265297126,H19.30.001.10x.FI,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,294,148,127,281,124,127,281,124,14785.5,187
B2,111257849,slice_232.png,231,1042,RI-NQLQSM722368,67,429,1042,TEAL,0,128,128,1296,890,RI-EDFGIC121784,RI-NQLQSM722368,265297126,H18.30.002.10x.A24,SL-KFFCUB489027,DO-KFFC4890,H18.30.002.CX.45,H18.30.002,164,44,201,272,216,201,272,216,2723.5,165
B2,112282595,slice_251.png,250,1133,RI-IHGOFJ464963,134,1017,1133,TEAL,0,128,128,1392,994,RI-RPPRQS965705,RI-IHGOFJ464963,265297126,H18.30.002.10x.BN.001,SL-KFFCNK489015,DO-KFFC4890,H18.30.002.CX.46,H18.30.002,288,53,188,272,138,188,272,138,16662.5,996
B3,112360837,slice_355.png,354,1600,RI-TXTQWU755862,322,923,1600,TEAL,0,128,128,1564,1114,RI-PTSWTX441547,RI-TXTQWU755862,265297126,H18.30.002.10x.LP-VPL,SL-KFFCZT489026,DO-KFFC4890,H18.30.002.CX.49,H18.30.002,243,97,139,218,149,139,218,149,12054,736
B4,112363270,slice_398.png,397,1823,RI-GGGDCC358828,532,1225,1823,TEAL,0,128,128,1552,1112,RI-PTLPMU215265,RI-GGGDCC358828,265297126,H18.30.002.10x.TF,SL-KFFCPR489021,DO-KFFC4890,H18.30.002.CX.50,H18.30.002,324,146,139,213,89,139,213,89,6125.5,374
B2,112282659,slice_265.png,264,1197,RI-KSMLKK607031,219,1090,1197,TEAL,0,128,128,1392,1012,RI-UVNMSN363622,RI-KSMLKK607031,265297126,H19.30.002.CX47.BF,SL-RLQJDG866647,DO-RLQJ8666,H19.30.002.CX.47,H19.30.002,309,71,165,265,118,165,265,118,7140.5,133
B2,112282831,slice_308.png,307,1389,RI-FYXBYF843541,155,771,1389,TEAL,0,128,128,1501,1103,RI-WZZDVE986539,RI-FYXBYF843541,265297126,H19.30.002.10x.ANC,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,214,55,165,243,172,165,243,172,31757.5,605
B3,112360908,slice_339.png,338,1532,RI-FGIBAB872430,440,1004,1532,TEAL,0,128,128,1450,1139,RI-WVWWAR394411,RI-FGIBAB872430,265297126,H19.30.002.10x.GPi.003,SL-RLQJQV866644,DO-RLQJ8666,H19.30.002.CX.49,H19.30.002,269,121,139,221,135,139,221,135,9003.5,156
B3,112360837,slice_355.png,354,1600,RI-WWURVR679449,173,1141,1600,TEAL,0,128,128,1564,1114,RI-GZABDZ557985,RI-WWURVR679449,265297126,H19.30.002.10x.SN.003,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,298,62,170,225,105,170,225,105,11109,201
B3,112360771,slice_368.png,367,1664,RI-URVRQS384556,344,834,1664,TEAL,0,128,128,1505,1108,RI-AAFCXX832152,RI-URVRQS384556,265297126,H19.30.002.10x.VLN,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,237,105,148,203,157,148,203,157,13343.5,225
B4,112363270,slice_398.png,397,1823,RI-VUWYXU885423,578,1247,1823,TEAL,0,128,128,1552,1112,RI-UWRYZW263709,RI-VUWYXU885423,265297126,H19.30.002.10x.TF,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,331,160,121,214,80,121,214,80,3715,69
B2,112282739,slice_284.png,283,1297,RI-VTTAWX572200,287,1169,1297,TEAL,0,128,128,1419,1067,RI-YUXYAZ378241,RI-VTTAWX572200,265297126,H19.30.001.10x.BM,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,322,87,164,252,109,164,252,109,9086,215
B3,112360965,slice_326.png,325,1476,RI-LLRTRP403894,385,985,1476,TEAL,0,128,128,1484,1108,RI-NPSSUT767844,RI-LLRTRP403894,265297126,H19.30.001.10x.GPi,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,270,115,151,234,140,151,234,140,13479.5,224
B3,112360849,slice_353.png,352,1588,RI-CXGXGB161145,767,810,1588,TEAL,0,128,128,1502,1139,RI-MLMNMJ947811,RI-CXGXGB161145,265297126,H19.30.001.10x.A1C.003,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,222,199,114,204,155,114,204,155,20255,316
B3,112360771,slice_368.png,367,1664,RI-KKKKLK928778,151,906,1664,TEAL,0,128,128,1505,1108,RI-ZWEDAD989582,RI-KKKKLK928778,265297126,H19.30.001.10x.PTR,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,255,55,198,216,135,198,216,135,15603,295
B2,112282627,slice_258.png,257,1165,RI-SRTUPQ786852,291,1092,1165,TEAL,0,128,128,1344,1001,RI-INEJII502376,RI-SRTUPQ786852,265297126,H19.30.001.10x.AON,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,313,88,164,260,124,164,260,124,23417.5,297
B2,112282595,slice_251.png,250,1133,RI-QNORPT627055,401,922,1133,TOMATO,255,99,71,1392,994,RI-HCBDZC408147,RI-QNORPT627055,265297126,H18.30.002.10x.BN.002,SL-KFFCNK489015,DO-KFFC4890,H18.30.002.CX.46,H18.30.002,260,121,151,276,149,151,276,149,30605.5,1830
B3,112360820,slice_359.png,358,1616,RI-RRRSNO397761,634,1282,1616,TOMATO,255,99,71,1558,1144,RI-DYAYFX370678,RI-RRRSNO397761,265297126,H18.30.002.10x.A35-A36,SL-KFFCZT489026,DO-KFFC4890,H18.30.002.CX.49,H18.30.002,334,169,114,226,75,114,226,75,1996,122
B3,112360703,slice_387.png,386,1732,RI-XXTCYY981857,402,978,1732,TOMATO,255,99,71,1558,1144,RI-QSZRUR996622,RI-XXTCYY981857,265297126,H18.30.002.10x.LG.002,SL-KFFCPR489021,DO-KFFC4890,H18.30.002.CX.50,H18.30.002,270,117,151,203,120,151,203,120,6245,382
B2,112282659,slice_265.png,264,1197,RI-XZVYXV804795,193,1058,1197,TOMATO,255,99,71,1392,1012,RI-YZQVQR277852,RI-XZVYXV804795,265297126,H19.30.002.10x.SI,SL-RLQJDG866647,DO-RLQJ8666,H19.30.002.CX.47,H19.30.002,302,65,171,261,141,171,261,141,17225,322
B2,112282831,slice_308.png,307,1389,RI-AEACZY984722,570,958,1389,TOMATO,255,99,71,1501,1103,RI-TOPXSQ993942,RI-AEACZY984722,265297126,H19.30.002.10x.Cla,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,260,160,139,241,136,139,241,136,13669,260
B3,112360888,slice_344.png,343,1552,RI-EDFDJF268346,495,1276,1552,TOMATO,255,99,71,1507,1075,RI-XBCAFB216473,RI-EDFDJF268346,265297126,H19.30.002.10x.A35-A36,SL-RLQJQV866644,DO-RLQJ8666,H19.30.002.CX.49,H19.30.002,333,140,139,241,79,139,241,79,50352,874
B3,112360837,slice_355.png,354,1600,RI-KIKGHM356100,199,954,1600,TOMATO,255,99,71,1564,1114,RI-XTRTUV988509,RI-KIKGHM356100,265297126,H19.30.002.10x.CM-Pf,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,253,68,164,226,134,164,226,134,25929.5,469
B3,112360771,slice_368.png,367,1664,RI-UTQQNP736071,91,975,1664,TOMATO,255,99,71,1505,1108,RI-ONLNLO422589,RI-UTQQNP736071,265297126,H19.30.002.10x.PAG-DR,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,272,41,201,222,118,201,222,118,18106.5,306
B4,112363270,slice_398.png,397,1823,RI-BYZCAU330454,429,1156,1823,TOMATO,255,99,71,1552,1112,RI-SQRPXQ758487,RI-BYZCAU330454,265297126,H19.30.002.10x.TH-TL,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,305,123,151,203,98,151,203,98,4173,77
B4,112363270,slice_398.png,397,1823,RI-GFCBJG606580,429,1156,1823,TOMATO,255,99,71,1552,1112,RI-SQRPXQ758487,RI-GFCBJG606580,265297126,H19.30.002.CX52.PPHC,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,305,123,151,203,104,151,203,104,14231.5,264
B2,112282755,slice_288.png,287,1313,RI-GIHOKP515898,404,1073,1313,TOMATO,255,99,71,1432,1095,RI-NGNIGO731073,RI-GIHOKP515898,265297126,H19.30.001.10x.CEN,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,301,109,151,253,120,151,253,120,12165,288
B3,112360965,slice_326.png,325,1476,RI-HLFGII748283,260,810,1476,TOMATO,255,99,71,1484,1108,RI-YCBUVV442956,RI-HLFGII748283,265297126,H19.30.001.10x.VLN,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,228,84,161,225,173,161,225,173,2115,35
B3,112360804,slice_362.png,361,1632,RI-OLOUNM617875,80,921,1632,TOMATO,255,99,71,1561,1147,RI-YVADAX986253,RI-OLOUNM617875,265297126,H19.30.001.10x.ETH,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,248,34,212,214,140,212,214,140,8966.5,169
B2,112282627,slice_258.png,257,1165,RI-ADVAWX519215,191,1072,1165,TOMATO,255,99,71,1344,1001,RI-FCYADC905422,RI-ADVAWX519215,265297126,H19.30.001.10x.SI,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,307,65,176,263,134,176,263,134,3765,47
B3,112360820,slice_359.png,358,1616,RI-TQXQQV294959,995,1103,1616,YELLOW,255,255,0,1558,1144,RI-AAEYDE808569,RI-TQXQQV294959,265297126,H18.30.002.10x.MTG,SL-KFFCZT489026,DO-KFFC4890,H18.30.002.CX.49,H18.30.002,293,262,65,221,95,65,221,95,4999.5,305
B5,112364436,slice_476.png,475,2174,RI-MIHHHK631232,263,689,2174,YELLOW,255,255,0,1584,1084,RI-IIHMLL979553,RI-MIHHHK631232,265297126,H18.30.002.10x.Pro,SL-KFFCCX489028,DO-KFFC4890,H18.30.002.CX.53,H18.30.002,198,79,164,159,160,164,159,160,14076,920
B5,112364420,slice_480.png,479,2190,RI-AHDACD450605,368,629,2190,YELLOW,255,255,0,1532,1012,RI-OJJLFH467043,RI-AHDACD450605,265297126,H19.30.002.10x.Pro.001,SL-RLQJWV866671,DO-RLQJ8666,H19.30.002.CX.56,H19.30.002,191,114,148,150,145,148,150,145,75250.5,975
B5,112364420,slice_480.png,479,2190,RI-OKQKKM498999,368,629,2190,YELLOW,255,255,0,1532,1012,RI-OJJLFH467043,RI-OKQKKM498999,265297126,H19.30.002.CX56.Pro,SL-RLQJWV866671,DO-RLQJ8666,H19.30.002.CX.56,H19.30.002,191,114,148,150,142,148,150,142,16554.5,214
B3,112360849,slice_353.png,352,1588,RI-PPNMNJ308134,600,796,1588,YELLOW,255,255,0,1502,1139,RI-YXXUBT254845,RI-PPNMNJ308134,265297126,H19.30.001.10x.Ig,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,221,154,136,207,169,136,207,169,36394.5,568
B3,112360849,slice_353.png,352,1588,RI-BECYYZ401152,600,796,1588,YELLOW,255,255,0,1502,1139,RI-YXXUBT254845,RI-BECYYZ401152,265297126,H19.30.001.CX49.Ig,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,221,154,136,207,168,136,207,168,28230.5,441
B4,112363270,slice_398.png,397,1823,RI-RPNQRW947713,475,994,1823,YELLOW,255,255,0,1552,1112,RI-FFWYWA968860,RI-RPNQRW947713,265297126,H19.30.001.CX51.HIPc,SL-HBBULN135262,DO-HBBU1352,H19.30.001.CX.51,H19.30.001,264,137,139,196,122,139,196,122,34316,623
B4,112363032,slice_457.png,456,2059,RI-EHFHGI219858,303,748,2059,YELLOW,255,255,0,1556,1067,RI-WQPSXS871769,RI-EHFHGI219858,265297126,H19.30.001.10x.Pro,SL-HBBUTM135257,DO-HBBU1352,H19.30.001.CX.53,H19.30.001,216,93,163,165,163,163,165,163,36583,541
B4,112363032,slice_457.png,456,2059,RI-LNQQLJ102734,303,748,2059,YELLOW,255,255,0,1556,1067,RI-WQPSXS871769,RI-LNQQLJ102734,265297126,H19.30.001.CX53.Pro,SL-HBBUTM135257,DO-HBBU1352,H19.30.001.CX.53,H19.30.001,216,93,163,165,153,163,165,153,17124.5,253
B1,102291577,slice_152.png,151,678,RI-STYTWW569545,638,244,678,YELLOW,255,255,0,1150,886,RI-JFHNOK860813,RI-STYTWW569545,265297126,H18.30.002.10x.A46,SL-HBBUSS135270,DO-HBBU1352,H19.30.001.CX.43,H19.30.001,140,190,114,314,247,114,314,247,191790,3712
B1,102291577,slice_152.png,151,678,RI-VVRQSR216359,638,244,678,YELLOW,255,255,0,1150,886,RI-JFHNOK860813,RI-VVRQSR216359,265297126,H19.30.001.CX43.A46,SL-HBBUSS135270,DO-HBBU1352,H19.30.001.CX.43,H19.30.001,140,190,114,314,248,114,314,248,21234,411
B2,111257757,slice_217.png,216,978,RI-RLRSJN979845,80,847,978,YELLOW,255,255,0,1292,940,RI-TZTUVW649810,RI-RLRSJN979845,265297126,H19.30.001.CX45.A25,SL-HBBUPU135265,DO-HBBU1352,H19.30.001.CX.45,H19.30.001,271,42,197,298,142,197,298,142,41664,794
B2,112282627,slice_258.png,257,1165,RI-OQNOPN489825,260,675,1165,YELLOW,255,255,0,1344,1001,RI-YVACZX756853,RI-OQNOPN489825,265297126,H19.30.001.CX46.CaB,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,206,86,164,271,184,164,271,184,25802,327
